Zona,Indicador,Edad,Sexo,Año,Valor,Minimo valor,Maximo valor
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2008,"51,90","38,90","64,60"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2009,"52,80","40,00","65,30"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2010,"53,70","41,20","66,00"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2011,"54,70","42,50","66,50"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2012,"55,60","43,60","67,10"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2013,"56,40","44,70","67,90"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2014,"57,30","45,60","68,80"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2015,"58,10","46,00","69,80"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2016,"59,00","46,60","71,10"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2017,"59,70","46,90","72,30"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2018,"60,50","46,80","73,30"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2019,"61,20","46,60","74,80"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2000,"21,00","14,90","27,20"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2001,"20,70","14,80","27,00"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2002,"20,50","14,70","26,50"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2003,"20,20","14,60","26,10"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2004,"20,00","14,40","25,80"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2005,"19,70","14,20","25,50"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2006,"19,40","13,90","25,20"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2007,"19,20","13,70","25,10"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2008,"18,90","13,40","24,90"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2009,"18,60","13,00","24,70"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2010,"18,40","12,70","24,70"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2011,"18,10","12,30","24,70"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2012,"17,90","11,80","24,70"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2013,"17,70","11,40","24,90"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2014,"17,40","10,90","25,20"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2015,"17,20","10,40","25,40"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2000,"22,70","16,50","29,60"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2001,"22,60","16,40","29,30"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2002,"22,50","16,30","29,00"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2003,"22,30","16,30","28,80"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2004,"22,20","16,30","28,50"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2005,"22,00","16,10","28,30"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2006,"21,90","16,10","28,10"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2007,"21,70","15,80","28,10"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2008,"21,60","15,60","28,00"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2009,"21,40","15,30","27,90"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2010,"21,20","14,90","28,00"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2011,"21,10","14,50","28,20"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2012,"20,90","14,00","28,50"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2013,"20,80","13,50","28,70"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2014,"20,60","12,90","29,10"
El Salvador,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2015,"20,40","12,40","29,60"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2000,"38,60","28,50","49,40"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2001,"38,90","28,80","49,70"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2002,"39,20","29,20","49,70"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2003,"39,60","29,70","49,80"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2004,"39,90","30,20","50,00"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2005,"40,30","30,70","50,30"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2006,"40,60","31,20","50,60"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2007,"41,00","31,70","50,70"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2008,"41,40","32,20","50,80"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2009,"41,70","32,80","51,00"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2010,"42,00","33,20","51,10"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2011,"42,20","33,50","51,10"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2012,"42,40","33,80","51,20"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2013,"42,60","33,90","51,40"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2014,"42,70","33,80","51,70"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2015,"42,80","33,70","52,40"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2016,"42,90","33,30","53,10"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2017,"43,00","32,80","54,00"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2018,"43,20","32,00","55,00"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2019,"43,30","31,20","56,30"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2000,"39,70","28,50","51,70"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2001,"40,00","29,00","51,80"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2002,"40,30","29,50","51,90"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2003,"40,60","29,80","52,10"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2004,"40,80","30,10","52,10"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2005,"41,10","30,50","52,10"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2006,"41,40","30,90","52,30"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2007,"41,60","31,30","52,30"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2008,"41,80","31,60","52,50"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2009,"42,00","31,90","52,50"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2010,"42,10","32,20","52,60"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2011,"42,20","32,40","52,70"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2012,"42,30","32,50","52,70"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2013,"42,30","32,60","52,70"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2014,"42,30","32,40","52,80"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2015,"42,30","32,00","53,10"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2016,"42,30","31,70","53,60"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2017,"42,30","31,20","54,10"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2018,"42,40","30,60","54,90"
Suriname,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2019,"42,40","29,70","55,80"
Suriname,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2000,"62,40","45,30","77,60"
Suriname,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2001,"63,20","46,10","78,20"
Suriname,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2002,"64,00","47,00","78,90"
Suriname,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2003,"64,90","48,00","79,60"
Suriname,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2004,"65,80","49,10","80,30"
Suriname,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2005,"66,70","49,90","80,80"
Suriname,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2006,"67,60","51,10","81,40"
